source_system,source_customer_id,user_id
AMAZON,CUST000116,8f3674e3-3699-5425-b40b-23bfc6d55e6a
AMAZON,CUST000119,696dc2cf-f928-5158-bbd6-0e66fff21ea1
AMAZON,CUST000120,6be893ae-3b0d-5be2-b695-f6aec8a3bb5c
AMAZON,CUST000121,e84d9c47-3f96-5893-950a-7f414e6ad2e2
AMAZON,CUST000123,70fea53c-7e8f-5340-ad8d-71f38045b744
AMAZON,CUST000126,bd6b9d8d-2f26-5b74-a893-f1f61087c76c
AMAZON,CUST000127,f4ceb803-36fd-5be8-9905-874329fca2d6
AMAZON,CUST000128,8d937699-1283-5898-9a4e-3206e0829acb
AMAZON,CUST000130,842e280e-b851-57b3-993b-ff5f9b0cb405
AMAZON,CUST000131,25116d47-e0cc-538a-83d5-19d0bc86b439
AMAZON,CUST000132,09dd2daa-b2b4-5f21-86a6-232410ef48d6
AMAZON,CUST000133,6dfcba43-b978-540d-8f84-82bd4f6f9983
AMAZON,CUST000134,be35d652-044b-5617-acd7-5a70076d393d
AMAZON,CUST000135,d7cb7532-2459-53d5-90a8-e2761b844c0b
AMAZON,CUST000136,90b271d9-d640-5c6d-a416-2cdd17484d06
AMAZON,CUST000137,e4444fa4-3355-55be-bc6f-785804901914
AMAZON,CUST000138,4fdb2de7-f43c-5080-bd66-01a210a03a02
AMAZON,CUST000139,b3f39fc8-0879-5186-9c3c-e86e1c106e67
AMAZON,CUST000140,248ed6b4-3059-5ecb-9f8c-fb4bfe30122f
AMAZON,CUST000141,4663d042-0a37-5ef5-b361-82f43499929f
AMAZON,CUST000144,077ce4cd-6aa5-53c5-984e-3ffd37caa774
AMAZON,CUST000145,a41618c2-6271-5f19-b9bf-def8d9977fc4
AMAZON,CUST000146,8d20d7bc-d5d4-5afe-a8d4-179f686ea185
AMAZON,CUST000147,a021976a-3745-5747-9023-90f8bfe60655
AMAZON,CUST000148,22a002b9-9632-5ca5-ab90-c3cb9e4471b2
AMAZON,CUST000149,550882cd-779e-52cc-87d9-9e83dd642a87
AMAZON,CUST000150,a0a7ae8e-d5b6-5296-a1b4-97582fad7f1a
AMAZON,CUST000151,49a0ba5d-c7e6-515d-bc9a-bc3573d64dd8
AMAZON,CUST000152,4797de49-09b4-5821-b5bf-078e21ba0ded
AMAZON,CUST000153,ebb99ce1-ac52-529d-8160-0ffc7772d963
AMAZON,CUST000154,f5618b08-e5f1-53a6-8b8d-c50427b27f65
AMAZON,CUST000155,8383fc44-fbac-57d2-ad3a-4d88340b55ee
AMAZON,CUST000156,3a80e17c-8ecc-53cc-ba3f-761ced5fec58
AMAZON,CUST000157,3a319c85-52d4-535e-84e2-80bf62b03dc6
AMAZON,CUST000158,8ea69a1b-fddf-5336-9ded-5d81fb9d091d
AMAZON,CUST000159,122947a9-989c-53a6-81fb-46e4801099b2
AMAZON,CUST000160,6b17a5a0-2515-5002-8ed1-88f27f59ec88
AMAZON,CUST000161,8ce8f537-8b27-55cf-a0d8-cfad25ec7e2e
AMAZON,CUST000162,09be4fa5-4db2-5e6e-a63a-d1d67a32a9f8
AMAZON,CUST000163,2467c353-0a07-5008-9033-2ba426185d8b
AMAZON,CUST000164,160e56c4-946b-593f-9d3e-862391292b7c
AMAZON,CUST000165,c13368b1-c24e-5739-b526-d58bdfb03b2b
AMAZON,CUST000166,a0c45a1a-78d1-579f-9b0e-51d8475feb36
AMAZON,CUST000167,8f12ff79-fb04-5683-8c2e-92292c69662a
AMAZON,CUST000168,688f2cd3-c3ce-5075-8dea-0b4c1e15deb4
AMAZON,CUST000169,ab74b25c-8789-5041-af81-ee04cc009bfc
AMAZON,CUST000170,f7c5e8c5-733a-590c-b8cb-fcefb8e8889b
AMAZON,CUST000171,73167eea-e419-5e88-947c-a607caa52f84
AMAZON,CUST000172,e570a9f0-6924-5d45-bb50-0c894f7db4f0
AMAZON,CUST000173,d02ec11e-8486-5996-8abd-bf0a3f27086a
AMAZON,CUST000174,44311344-4483-5ca8-8465-a5b5fe998725
AMAZON,CUST000176,ed46cce3-477b-5068-ac8c-4a7d134c312a
AMAZON,CUST000177,dc576e76-ea24-5d15-bc09-06f5de3ea467
AMAZON,CUST000178,793197b5-6860-51d3-8bb7-ca1bdf4a985a
AMAZON,CUST000179,0f252775-b378-5187-a5ca-5f3b830795b2
AMAZON,CUST000180,6f6101e3-b828-5a68-b459-3e0043b3e990
AMAZON,CUST000183,91ffcd98-8d70-50c6-80c5-1b69faefcc7d
AMAZON,CUST000184,6aedfeec-7199-5d87-8693-de62b7ad996a
AMAZON,CUST000185,3ff6ebb3-3295-587e-b1e5-ec725d6fa0f8
AMAZON,CUST000186,2847c804-24f8-5fc8-8c6f-01b57e16868a
AMAZON,CUST000188,2eef4ac9-b5b8-51f6-8d47-53fd043f6553
AMAZON,CUST000189,5b62c775-f8b0-5bce-9c43-fdbbedc3cfa6
AMAZON,CUST000190,7024a022-a874-5a57-8efe-80664875fcf4
AMAZON,CUST000191,79525408-27c4-5f23-9add-15abd803e852
AMAZON,CUST000192,d0056ec0-b59d-57c7-b65a-5abf0b9e799a
AMAZON,CUST000193,abeecd55-8330-51c9-955b-478c5d68e6ab
AMAZON,CUST000194,960d4016-5086-58d4-9917-44756ddef2c8
AMAZON,CUST000195,b938725d-1e4f-5401-950a-a826b71195e3
AMAZON,CUST000196,13a67be5-d73d-5a65-88be-719cd4c93b36
AMAZON,CUST000197,37b2db19-aaca-5f0e-ab16-b7481f634d1b
AMAZON,CUST000198,39d45aca-8d7e-5140-9582-a2e3851af5e5
AMAZON,CUST000199,511e4f29-9f6a-506b-a413-a589c795c5e8
AMAZON,CUST000200,a3376269-0561-5afe-b08d-2a3dff2bee0c
AMAZON,CUST000203,e50e764d-1a58-535e-9e9d-a95e16dae7b8
AMAZON,CUST000204,e1aa4259-6fe7-5439-b639-f28e88088f81
AMAZON,CUST000206,a85df2e4-997f-5ed7-9abb-0d7bb89d4e69
AMAZON,CUST000207,b65286eb-fdeb-583e-9557-b71c0195d3e3
AMAZON,CUST000208,de5c71de-dedc-5905-a00c-fab7ac096d73
AMAZON,CUST000209,a1e28483-9804-5ec9-9ee2-876017caa1be
AMAZON,CUST000210,21e74345-cd73-5387-8d12-7fd63994fba2
AMAZON,CUST000211,f5d441b6-5181-5cb0-a46b-7202299d650a
AMAZON,CUST000212,369e34a5-341f-53ca-b692-aa9748294cb8
AMAZON,CUST000213,a5d3dc3c-7dc4-5f1a-9fb7-8ae9c7ee4919
AMAZON,CUST000214,a793e6e4-0314-5ecf-a3ec-42cfabcad6bf
AMAZON,CUST000215,e076d2ef-c1ed-557a-8d77-233f23bff618
AMAZON,CUST000216,393914de-b69f-5e17-9cf9-2bfe7a16b1a0
AMAZON,CUST000217,1f63f30c-0bec-51f5-ba6f-e647dd075d20
AMAZON,CUST000218,159bf213-11d6-5c3c-a65a-9c63cb4afcd6
AMAZON,CUST000219,cd9b646f-7521-539c-bfba-cc8758b2bb3e
AMAZON,CUST000220,6c534605-2484-5da1-9d4c-dda386baac6f
AMAZON,CUST000222,3e6178a2-bb02-5db3-87db-316f0cae3dd3
AMAZON,CUST000223,f342824d-0f63-5c85-8ea2-a1020255dfdb
AMAZON,CUST000224,10aa1e6e-ce0c-5816-a462-1e9c86d58db9
AMAZON,CUST000225,a75b9a8b-dedd-5721-b2f1-a3d5b5ad05b6
AMAZON,CUST000227,4ab998e6-e4a3-55df-9b16-30bbeb806bfb
AMAZON,CUST000228,3a3d8501-10d9-572a-b91d-29ac5ae08673
AMAZON,CUST000229,5ca3825f-c317-58e2-929c-ee01718fd5d2
AMAZON,CUST000231,b20987ef-8c7f-5bf0-a37b-86406a40d3d3
AMAZON,CUST000232,617a38c7-ea88-5ae3-83db-04d33b4cd5ae
AMAZON,CUST000233,46934eb7-680b-5f97-ba5b-9f760a3694dc
AMAZON,CUST000234,bf67c2e7-dbc5-550f-9741-900fdb7c2cc3
AMAZON,CUST000235,cd47af83-791d-531f-8beb-6f3e7c8e521e
AMAZON,CUST000236,120c5515-825e-53e7-a120-0a0682b5504e
AMAZON,CUST000237,08177ac8-7e5e-578c-850f-dbe12a4c1897
AMAZON,CUST000238,f5c74527-c5ac-51e3-87b3-c0d7d5c20d1c
AMAZON,CUST000239,b2a46487-1c5d-540e-8006-8e87ad29816f
AMAZON,CUST000240,91ef9ad6-0456-5ce0-ac07-55d911caf74c
AMAZON,CUST000241,cd6af9bc-d5a7-5dd3-a5ef-e5ac90fe8af4
AMAZON,CUST000242,9460a240-f66a-53fa-a37b-2aa68ed3c1ba
AMAZON,CUST000243,b2782d12-fa8e-5bdc-ac23-2912f9e20042
AMAZON,CUST000244,d2d2e3ac-eea9-590c-8405-9a3e4bfec401
AMAZON,CUST000245,172a7ef6-02c4-510d-b415-df4109eed27f
AMAZON,CUST000246,9b12f656-0942-5ff5-867f-2bd32cc5f60a
AMAZON,CUST000247,44c71b2d-d945-5948-94df-c229cbf269d4
AMAZON,CUST000248,fd395805-2177-54d2-9531-3a90c524fef4
AMAZON,CUST000250,f81db963-f2db-5883-bc72-67508b2ab573
AMAZON,CUST000251,0460a02d-72a6-5929-9df8-73d6262f1c5b
AMAZON,CUST000253,9670523f-25f6-502e-a936-edc2d6b47e9f
AMAZON,CUST000254,02878867-6f0b-5db0-b54f-5c77fd1e0b87
AMAZON,CUST000255,d0c7cdb7-226e-564e-8d7d-3f30b4b86f4a
AMAZON,CUST000256,5169e827-e325-566f-b0ba-7afdca4816bd
AMAZON,CUST000257,ff45b8f0-ff1f-57d6-9d17-382ae36dc477
AMAZON,CUST000258,5e735bbf-cf61-5295-b6d2-8d4acf66cf99
AMAZON,CUST000259,20ca3bbb-047f-5e74-a6ad-17a8707ab8ef
AMAZON,CUST000260,0349455d-a1ae-54db-8c7f-0b63b4512e85
AMAZON,CUST000261,c7500053-a8e6-5228-8bf0-af7fc2378b76
AMAZON,CUST000264,0b2256e2-5236-5567-88d1-7cc8b67261de
AMAZON,CUST000265,3b2feacb-a517-57d3-9206-2257d76f6200
AMAZON,CUST000266,902539e2-ec9e-568e-a0e9-0de693ea4103
AMAZON,CUST000267,700049d5-0676-5bca-813f-83d13e49fd9e
AMAZON,CUST000268,c2968ac5-c8cf-52d2-af1d-c2d22212d5f4
AMAZON,CUST000269,f4e9ae04-c5c8-5d36-b79d-d11251fbcdcb
AMAZON,CUST000270,f4ca6a64-8cab-5f21-a567-dc4b398ff7ae
AMAZON,CUST000272,70272211-159c-5757-a34c-00e10d46dcfa
AMAZON,CUST000274,9e9d0b41-b58c-5b89-9c50-17132ea28b52
AMAZON,CUST000275,787dc634-6ccb-53eb-984d-d40e22967b15
AMAZON,CUST000276,30fab3ee-aec0-5a4d-b0bc-5c6691631523
AMAZON,CUST000277,18a31846-1090-5c16-8432-5fe9465af127
AMAZON,CUST000278,9b6b2231-6026-57d2-862a-97919c53e18d
AMAZON,CUST000279,589f9c60-bf23-5d8f-b355-c9b3efe26b5f
AMAZON,CUST000280,b2a283a3-1293-5575-9742-3091206754f4
AMAZON,CUST000281,5e08198e-20b9-5819-a899-b0a5f07ee8b1
AMAZON,CUST000282,bb29b090-09a8-576e-9c70-528a4db061d4
AMAZON,CUST000283,62ee2be8-c916-5bb6-ab76-3bb71252719b
AMAZON,CUST000284,cc1ace0f-6259-5b2d-bccb-8ef784233747
AMAZON,CUST000285,18f1677e-9c3c-5629-a4f9-2ad49286d069
AMAZON,CUST000287,c2e3d8a1-a117-59d7-a7a4-9801baf56d80
AMAZON,CUST000289,f2548c7a-da2c-5aa9-b9b0-26d35da94ec7
AMAZON,CUST000290,04a30b7d-3597-599c-9028-37c2cfd1a84d
AMAZON,CUST000291,4a17988b-fe8b-54a7-9a4a-e049ea21d9ef
AMAZON,CUST000292,593746f3-ca05-5ff2-a6d7-38e42feb2e7d
AMAZON,CUST000293,f53b9af5-bf80-51f1-85ee-579c089b59a7
AMAZON,CUST000294,2521427f-0fff-5c59-94e6-86cf65142e57
AMAZON,CUST000295,1821a288-1e7a-53ae-8708-4c56f1d5461a
AMAZON,CUST000296,ba9afabe-c30d-5619-90e3-18e6145dce5d
AMAZON,CUST000297,45ad4973-b742-5e34-9fdf-af9643f7114f
AMAZON,CUST000302,46f4b2ac-51e1-5ef4-9676-0693ad2a0175
AMAZON,CUST000304,ca6fb3b8-8974-587c-802e-fd1718fd53fa
AMAZON,CUST000305,3766e95a-ef4c-5a4c-8b9d-87cf6c179956
AMAZON,CUST000306,29facc8d-0ebe-5874-b4af-48ee4e646e24
AMAZON,CUST000307,f79c05bb-ba1f-5499-a915-2022b164b2de
AMAZON,CUST000310,f56fb66e-8197-5b6b-b60f-3cfce1a83736
AMAZON,CUST000311,b716c8e3-d1f4-590c-af7b-6c6942014a69
AMAZON,CUST000312,587e8c59-0cdf-5ca4-88af-c2493d4e15a9
AMAZON,CUST000313,b251ea61-6ce5-528c-8226-ce7e53bf8c94
AMAZON,CUST000314,d69e2bc8-4805-50d8-83dd-8d4ab3285beb
AMAZON,CUST000315,1b22e2b5-37f9-50a7-b179-12134964cbce
AMAZON,CUST000316,2c341bf8-fc31-5cfe-897f-71a308181d4c
AMAZON,CUST000317,e79fab87-e26d-56d7-a959-2deaba100d9c
AMAZON,CUST000318,d095de7d-8cf9-5d39-8564-9f6f88cd0a9f
AMAZON,CUST000320,c542202c-5433-5d8d-9994-7be4334c99f8
AMAZON,CUST000321,33c8c4ff-4fd8-5030-ab07-729234e28142
AMAZON,CUST000322,c5541adc-f6db-5174-92b5-48cecf673fbf
AMAZON,CUST000323,c9c4c40e-6cc8-51a6-b67c-dc33a893fd10
AMAZON,CUST000325,9f94d9b1-847e-5f9b-a1a3-a4907c8291b0
AMAZON,CUST000326,2de5672e-7e87-5803-b87f-1f1f4898d7af
AMAZON,CUST000327,7f454fdc-048b-56a8-b7ee-9f4e27a13371
AMAZON,CUST000328,61e08b5c-23ba-5571-b5ff-c2c30a076532
AMAZON,CUST000329,fe696cc3-5da2-5b4c-9875-67b8759c3153
AMAZON,CUST000331,22932757-4bff-56df-bc92-67b7bbac2f54
AMAZON,CUST000332,399f69ad-748f-51df-b726-63f227eb9df5
AMAZON,CUST000333,22a0900c-ae6d-5c54-beb4-521ba465dbda
AMAZON,CUST000334,51efac07-2eb1-50e0-af7b-7dab9a00c978
AMAZON,CUST000335,722353f5-5d6a-56d5-8758-ab5c5f062b1c
AMAZON,CUST000336,4889bc69-0fb6-5fbd-b798-e937e54c8331
AMAZON,CUST000337,7e145d21-5d22-5a55-a526-b6bb681a6f67
AMAZON,CUST000338,84fa5378-6691-54be-8a08-77993c938460
AMAZON,CUST000339,1b022be9-7164-5c71-9104-14b9557e8ea5
AMAZON,CUST000340,bdbdce54-07b8-576f-a8d0-98f393d4c2ac
AMAZON,CUST000341,446204ed-0755-5b1e-8e48-0156eb71c722
AMAZON,CUST000342,58b8e889-904d-50d1-a342-60db135cf8fe
AMAZON,CUST000343,c3331cdd-64ab-57f7-935a-046682906c65
AMAZON,CUST000344,8823296f-7eb6-566a-b139-74866d6b7eee
AMAZON,CUST000345,fc92252a-a1e7-5e6a-a17e-820033658148
AMAZON,CUST000346,37c38cb7-56e0-5b23-9770-a79b30170542
AMAZON,CUST000348,00b71abb-a9f8-504a-8787-9a1e08686a63
AMAZON,CUST000349,1ba9688d-0144-55ab-9d46-79c06d7f1072
AMAZON,CUST000350,ff49964f-d299-5184-b636-d6536eae0435
AMAZON,CUST000351,2772695d-e2a8-51ef-b62c-615859343a65
AMAZON,CUST000352,e5512d53-4503-5cfa-b8ad-69c6f3746134
AMAZON,CUST000353,e3a1264d-d1f4-509e-bd04-5f03ff887f9c
AMAZON,CUST000354,164acde5-7a6f-55c3-8a11-ec86f624aa58
AMAZON,CUST000356,e90097bf-8109-5539-934b-98c8a69c1932
AMAZON,CUST000357,cb42fba4-df5e-5f0a-a48e-49897a43ab97
AMAZON,CUST000359,a99371a3-2e2c-5f82-bb7f-fb1c754acf35
AMAZON,CUST000360,fe03adde-bb72-5b55-a261-3d559273f7d2
AMAZON,CUST000361,436d5ca0-b389-5c94-a895-87b5ce22436e
AMAZON,CUST000362,e9e98ebf-69b9-5e84-ae16-1bb29f20c53e
AMAZON,CUST000363,6199a5f0-6d0e-500e-a9ad-16f633135b33
AMAZON,CUST000365,c291678a-b179-5d2e-a637-be17578dd68c
AMAZON,CUST000366,0b669b44-11a2-5518-b1ab-e68e7d72aabc
AMAZON,CUST000367,800f2f7e-5690-5597-b2da-04445acda186
AMAZON,CUST000368,5dcccaaa-359d-5110-8f36-f0289f5ffd9f
AMAZON,CUST000369,588d2135-08e7-5f83-9d1b-33b3174b45f2
AMAZON,CUST000370,0000c12b-c6c4-56d9-a2a0-83e3f8484d25
AMAZON,CUST000372,c8ce002d-1563-58ea-90bf-f4cd0fc9f41c
AMAZON,CUST000373,c862d8be-8031-5c76-af64-79f851ca433c
AMAZON,CUST000374,fdb51fb0-7342-5518-8197-0bda120ca442
AMAZON,CUST000375,c3488f4e-d3fd-573d-b421-5d8d7452aac3
AMAZON,CUST000376,640dc843-c87e-5050-8850-98aa551fc990
AMAZON,CUST000377,24774d8b-2872-59dd-9a96-ddbc85a7ce1d
AMAZON,CUST000378,f7ccdd9d-8900-56b2-b799-2cda14155361
AMAZON,CUST000380,43313d4d-37dc-5624-a353-2dbd5c795d75
AMAZON,CUST000381,9f8ccced-7d5a-511a-b874-5e01b2bcc437
AMAZON,CUST000382,5972bd9b-2a74-5a44-be6a-5ff5dfec8906
AMAZON,CUST000384,d74423f9-236e-5551-a6ec-5cf3c5a26227
AMAZON,CUST000385,3207e83f-2ae0-5610-bf7e-0bb384b305eb
AMAZON,CUST000386,90c34caf-c51b-5f09-a4b0-4533b6340779
AMAZON,CUST000387,24864e91-1d71-559c-940a-cd15cde37a38
AMAZON,CUST000388,135d9c31-c391-5315-b817-544b28fb0f6a
AMAZON,CUST000389,310da518-ebe5-58b3-ae03-5b358d9e6e0f
AMAZON,CUST000390,e9b132c4-1150-549f-9d85-954f39e2a347
AMAZON,CUST000391,3c44c730-a13d-50c2-90ce-ddcc672473af
AMAZON,CUST000393,6fed3f72-3049-5464-bf4a-30dfd1b4e72c
AMAZON,CUST000394,8a910721-5beb-5fe3-a4ee-24fdd9a5d64f
AMAZON,CUST000396,7716582b-898d-5cc2-a9e6-dfc0fb80d7c2
AMAZON,CUST000397,7a49b5b9-39ff-522b-91b5-549118ea5664
AMAZON,CUST000398,d1610237-85f3-5836-a0f1-399a9bb01886
AMAZON,CUST000399,982df923-e7df-549a-8616-e0aff79c8dd3
AMAZON,CUST000400,82213264-4023-54eb-a94b-1d661f4fc793
AMAZON,CUST000401,74725178-eb58-53c2-99db-afd374eaf626
AMAZON,CUST000402,811a3d29-c8a4-5648-9368-080785d452d4
AMAZON,CUST000403,a52b2ae0-70df-5aab-9fe0-950eb5c0377c
AMAZON,CUST000404,875d1a18-907c-589e-8bb4-06e7e14f9f83
AMAZON,CUST000405,8200302e-5ab4-5422-84af-9ea6809cfaa5
AMAZON,CUST000406,8014ee7b-e4de-51fb-9e28-a675d473e3a9
AMAZON,CUST000407,ed7aa2de-e17c-58a6-8dbb-6a0f2f72ea01
AMAZON,CUST000408,6e874c8b-1f87-5b45-902e-38d2d5932867
AMAZON,CUST000409,0c5f5d0e-c7c7-531d-a925-458016582fe0
AMAZON,CUST000410,3b710db2-78d8-5221-8021-a023166069f3
AMAZON,CUST000411,0e91d06b-8a73-530a-aaeb-175336747074
AMAZON,CUST000412,c8b25800-8714-5b67-9bc6-be515a91a503
AMAZON,CUST000413,27fe6412-be37-5d13-b73b-088f3a2dbc16
AMAZON,CUST000414,03399ffb-31e1-5c83-b2bb-08b58fec71aa
AMAZON,CUST000415,0548b151-8260-5568-a6be-10ea987a314a
